,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD
230777,76,64,76,42,1,1.9,1,54.2959705,2012,0
230778,76,64,76,42,1,1.9,2,49.0716839,2012,0
230779,350,120,82,40,0,1.7,1,46.1684598,2013,0
230780,350,120,82,40,0,1.7,2,49.5207587,2013,0
230808,350,120,88,60,1,2.0,1,52.0729015,2012,1
230809,350,120,88,60,1,2.0,2,46.7531493,2012,1
230829,350,120,89,60,0,1.8,1,55.3230433,2013,0
230830,350,120,89,60,0,1.8,2,40.2351704,2013,0
230833,350,120,97,50,0,1.8,1,51.5326734,2013,0
230834,350,120,97,50,0,1.8,2,59.286649,2013,0
230855,350,120,103,79,1,1.8,1,62.281175,2011,1
230856,350,120,103,79,1,1.8,2,61.0074085,2011,1
230857,350,97,97,50,1,1.7,1,51.6282877,2012,1
230858,350,123,7,33,1,1.7,2,52.3285172,2012,1
230859,350,123,7,33,1,1.9,1,51.9350563,2012,0
230860,195,19,14,22,1,1.9,2,50.6145979,2012,0
230861,249,103,82,40,0,1.7,1,49.5162977,2013,0
230862,170,78,73,35,0,1.7,2,58.9843413,2013,0
230891,350,97,103,79,1,2.0,1,60.8695633,2012,1
230892,350,123,25,48,1,2.0,2,57.783884,2012,1
230913,350,123,25,48,0,1.8,1,53.7624339,2013,0
230914,277,30,52,63,0,1.8,2,48.9806793,2013,0
230917,277,30,52,63,0,1.8,1,53.1822055,2013,0
230918,350,123,66,77,0,1.8,2,50.901292,2013,0
230939,350,123,66,77,1,1.8,1,45.0124639,2011,1
230940,76,70,75,38,1,1.8,2,54.978356,2011,1
230941,76,70,75,38,1,1.7,1,48.9161434,2012,1
230942,76,70,76,42,1,1.7,2,58.6641896,2012,1
230943,76,70,76,42,1,1.9,1,51.5882873,2012,0
230944,197,67,46,37,1,1.9,2,40.5663259,2012,0
230945,350,123,82,40,0,1.7,1,49.6186035,2013,0
230946,350,123,82,40,0,1.7,2,41.2133207,2013,0
230975,350,123,88,60,1,2.0,1,45.1636921,2012,1
230976,350,123,88,60,1,2.0,2,50.4989091,2012,1
230997,350,123,89,60,0,1.8,1,63.728326,2013,0
230998,350,123,89,60,0,1.8,2,68.9725385,2013,0
231001,347,50,80,29,0,1.8,1,66.1493151,2013,0
231002,350,123,97,50,0,1.8,2,68.7703061,2013,0
231023,350,123,103,79,1,1.8,1,58.5864194,2011,1
231024,350,123,103,79,1,1.8,2,62.3167144,2011,1
231025,277,31,52,63,1,1.7,1,67.5609268,2012,1
231026,276,64,104,19,1,1.7,2,66.8540057,2012,1
231027,350,126,7,33,1,1.9,1,64.5353224,2012,0
231028,350,126,7,33,1,1.9,2,60.6027951,2012,0
231029,347,50,86,27,0,1.7,1,67.6610021,2013,0
231030,347,50,86,27,0,1.7,2,63.5260937,2013,0
231059,347,50,87,27,1,2.0,1,64.4352471,2012,1
231060,347,50,87,27,1,2.0,2,69.5773025,2012,1
231081,68,135,8,51,0,1.8,1,67.4986214,2013,0
231082,347,50,94,60,0,1.8,2,55.7565046,2013,0
231085,76,91,75,38,0,1.8,1,58.9309579,2013,0
231086,76,91,75,38,0,1.8,2,54.0714331,2013,0
231107,76,91,76,42,1,1.8,1,65.3644751,2011,1
231108,350,126,25,48,1,1.8,2,52.9532071,2011,1
231109,350,126,25,48,1,1.7,1,62.9747131,2012,1
231110,277,43,52,63,1,1.7,2,62.1344078,2012,1
231111,350,126,66,77,1,1.9,1,56.7324244,2012,0
231112,350,126,66,77,1,1.9,2,60.6716433,2012,0
231113,28,61,13,23,0,1.7,1,56.7168109,2013,0
231114,28,61,13,23,0,1.7,2,62.2789445,2013,0
231143,350,126,82,40,1,2.0,1,66.8428532,2012,1
231144,350,126,82,40,1,2.0,2,66.5227015,2012,1
231165,350,126,88,60,0,1.8,1,60.8050274,2013,0
231166,350,126,88,60,0,1.8,2,61.3074856,2013,0
231169,350,126,89,60,0,1.8,1,56.8725001,2013,0
231170,350,126,89,60,0,1.8,2,61.7120991,2013,0
231191,350,126,97,50,1,1.8,1,54.9561997,2011,1
231192,350,126,97,50,1,1.8,2,63.9307071,2011,1
231193,350,126,103,79,1,1.7,1,57.3748096,2012,1
231194,350,126,103,79,1,1.7,2,64.4352471,2012,1
231195,277,88,52,63,1,1.9,1,54.8538939,2012,0
231196,327,61,75,38,1,1.9,2,57.8794983,2012,0
231197,350,127,7,33,0,1.7,1,59.0911081,2013,0
231198,350,127,7,33,0,1.7,2,61.6097933,2013,0
231227,114,93,76,42,1,2.0,1,55.1584321,2012,1
231228,227,30,52,63,1,2.0,2,61.7120991,2012,1
231249,76,99,75,38,0,1.8,1,49.5097549,2013,0
231250,76,99,75,38,0,1.8,2,42.8561613,2013,0
231253,76,99,76,42,0,1.8,1,47.595685,2013,0
231254,76,99,76,42,0,1.8,2,47.595685,2013,0
231275,227,30,75,38,1,1.8,1,53.2422804,2011,1
231276,350,127,25,48,1,1.8,2,59.29111,2011,1
231277,350,127,25,48,1,1.7,1,52.939824,2012,1
231278,278,20,52,63,1,1.7,2,49.3096043,2012,1
231279,350,127,66,77,1,1.9,1,57.5771907,2012,0
231280,350,127,66,77,1,1.9,2,55.8631226,2012,0
231281,350,127,82,40,0,1.7,1,53.8468957,2013,0
231282,350,127,82,40,0,1.7,2,45.7794599,2013,0
231311,350,127,88,60,1,2.0,1,58.888727,2012,1
231312,350,127,88,60,1,2.0,2,43.158469,2012,1
231333,350,127,89,60,0,1.8,1,45.4784906,2013,0
231334,350,127,89,60,0,1.8,2,43.8644979,2013,0
231337,350,127,97,50,0,1.8,1,48.2017873,2013,0
231338,350,127,97,50,0,1.8,2,56.2250591,2013,0
231359,350,127,103,79,1,1.8,1,54.0507638,2011,1
231360,350,127,103,79,1,1.8,2,56.3249857,2011,1
231361,28,61,78,6,1,1.7,1,54.3530714,2012,1
231362,350,128,7,33,1,1.7,2,51.5298481,2012,1
231363,350,128,7,33,1,1.9,1,55.1600678,2012,0
231364,76,110,75,38,1,1.9,2,52.8969984,2012,0
231365,76,110,75,38,0,1.7,1,59.7975831,2013,0
231366,76,110,76,42,0,1.7,2,56.5273668,2013,0
231395,76,110,76,42,1,2.0,1,52.839154,2012,1
231396,196,69,45,28,1,2.0,2,41.5456658,2012,1
231417,196,69,45,28,0,1.8,1,56.670119,2013,0
231418,350,128,25,48,0,1.8,2,56.3678114,2013,0
231421,350,128,25,48,0,1.8,1,49.5097549,2013,0
231422,278,28,52,63,0,1.8,2,46.3840752,2013,0
231443,350,128,66,77,1,1.8,1,60.1981816,2011,1
231444,350,128,66,77,1,1.8,2,53.4422823,2011,1
231445,342,57,105,15,1,1.7,1,58.4841136,2012,1
231446,350,128,82,40,1,1.7,2,65.8470075,2012,1
231447,350,128,82,40,1,1.9,1,61.509718,2012,0
231448,350,128,88,60,1,1.9,2,53.4422823,2012,0
231449,350,128,88,60,0,1.7,1,61.005178,2013,0
231450,350,128,89,60,0,1.7,2,61.005178,2013,0
231479,350,128,89,60,1,2.0,1,64.2330147,2012,1
231480,350,128,97,50,1,2.0,2,56.0655037,2012,1
231501,350,128,97,50,0,1.8,1,65.6446264,2013,0
231502,350,128,103,79,0,1.8,2,64.7377035,2013,0
231505,350,128,103,79,0,1.8,1,56.165579,2013,0
231506,77,64,80,29,0,1.8,2,57.274883,2013,0
231527,77,64,80,29,1,1.8,1,67.3586944,2011,1
231528,350,129,7,33,1,1.8,2,59.895874,2011,1
231529,350,129,25,48,1,1.7,1,70.5843007,2012,1
231530,350,129,25,48,1,1.7,2,66.7539304,2012,1
231531,278,30,52,63,1,1.9,1,58.181806,2012,0
231532,278,30,52,63,1,1.9,2,63.4260184,2012,0
231533,350,129,66,77,0,1.7,1,61.7120991,2013,0
231534,350,129,66,77,0,1.7,2,69.3749214,2013,0
231563,335,119,108,21,1,2.0,1,66.0470093,2012,1
231564,350,129,82,40,1,2.0,2,62.3167144,2012,1
231585,350,129,82,40,0,1.8,1,38.9234853,2013,0
231586,350,129,88,60,0,1.8,2,40.4351722,2013,0
231589,350,129,88,60,0,1.8,1,42.9560879,2013,0
231590,350,129,89,60,0,1.8,2,38.6211776,2013,0
231611,350,129,89,60,1,1.8,1,35.6956485,2011,1
231612,350,129,97,50,1,1.8,2,36.5026449,2011,1
231613,350,129,97,50,1,1.7,1,42.049165,2012,1
231614,350,129,103,79,1,1.7,2,38.7212529,2012,1
231615,350,129,103,79,1,1.9,1,35.7979543,2012,0
231616,178,64,74,29,1,1.9,2,34.5863445,2012,0
231617,278,31,52,63,0,1.7,1,40.4351722,2013,0
231618,350,132,7,33,0,1.7,2,36.5026449,2013,0
231647,350,132,7,33,1,2.0,1,38.4187966,2012,1
231648,28,70,28,40,1,2.0,2,38.6211776,2012,1
231669,180,99,74,29,0,1.8,1,51.83052,2013,0
231670,342,60,32,27,0,1.8,2,50.1166007,2013,0
231673,350,132,25,48,0,1.8,1,50.8212913,2013,0
231674,350,132,25,48,0,1.8,2,47.4933792,2013,0
231695,350,132,66,77,1,1.8,1,51.83052,2011,1
231696,350,132,66,77,1,1.8,2,63.4260184,2011,1
231697,278,43,52,63,1,1.7,1,58.384187,2012,1
231698,342,60,33,71,1,1.7,2,56.8725001,2012,1
231699,77,91,80,29,1,1.9,1,62.9213297,2012,0
231700,77,91,80,29,1,1.9,2,54.5515863,2012,0
231701,350,132,82,40,0,1.7,1,56.2655056,2013,0
231702,350,132,82,40,0,1.7,2,64.9377053,2013,0
231731,350,132,88,60,1,2.0,1,50.721216,2012,1
231732,350,132,88,60,1,2.0,2,49.7119873,2012,1
231753,350,132,89,60,0,1.8,1,58.5276828,2013,0
231754,350,132,89,60,0,1.8,2,58.4167524,2013,0
231757,350,132,97,50,0,1.8,1,59.1974288,2013,0
231758,350,132,97,50,0,1.8,2,60.6502304,2013,0
231779,350,132,103,79,1,1.8,1,65.5653692,2011,1
231780,350,132,103,79,1,1.8,2,63.6667641,2011,1
231781,278,53,52,63,1,1.7,1,71.9307816,2012,1
231782,350,133,7,33,1,1.7,2,62.1031808,2012,1
231783,350,133,7,33,1,1.9,1,67.1289525,2012,0
231784,249,113,82,40,1,1.9,2,65.5653692,2012,0
231785,350,133,25,48,0,1.7,1,68.2445019,2013,0
231786,350,133,25,48,0,1.7,2,67.2397342,2013,0
231815,350,133,66,77,1,2.0,1,69.0275576,2012,1
231816,350,133,66,77,1,2.0,2,64.5606014,2012,1
231837,278,88,52,63,0,1.8,1,66.6807699,2013,0
231838,77,99,80,29,0,1.8,2,56.853169,2013,0
231841,77,99,80,29,0,1.8,1,61.0984131,2013,0
231842,94,135,60,5,0,1.8,2,48.9216453,2013,0
231863,178,99,74,29,1,1.8,1,52.3838337,2011,1
231864,178,99,74,29,1,1.8,2,62.5488355,2011,1
231865,178,99,76,42,1,1.7,1,50.2636653,2012,1
231866,178,99,76,42,1,1.7,2,62.7729268,2012,1
231867,350,133,82,40,1,1.9,1,51.9380303,2012,0
231868,350,133,82,40,1,1.9,2,61.2091948,2012,0
231869,350,133,88,60,0,1.7,1,60.2045757,2013,0
231870,350,133,88,60,0,1.7,2,51.2682843,2013,0
231899,350,133,89,60,1,2.0,1,60.4261391,2012,1
231900,350,133,89,60,1,2.0,2,50.70932,2012,1
231921,350,133,97,50,0,1.8,1,56.9401587,2013,0
231922,350,133,97,50,0,1.8,2,50.6132596,2013,0
231925,350,133,103,79,0,1.8,1,43.353415,2013,0
231926,350,133,103,79,0,1.8,2,41.1765918,2013,0
231945,350,134,7,33,1,1.8,1,53.8281595,2011,1
231946,350,134,7,33,1,1.8,2,48.2284047,2011,1
231947,347,51,86,27,1,1.7,1,51.0294717,2012,1
231948,264,56,75,38,1,1.7,2,48.3313053,2012,1
231949,264,56,80,29,1,1.9,1,47.6063915,2012,0
231950,347,51,87,27,1,1.9,2,48.7473686,2012,0
231951,347,51,94,60,0,1.7,1,49.9912464,2013,0
231952,350,134,25,48,0,1.7,2,46.673446,2013,0
231981,350,134,25,48,1,2.0,1,60.9851034,2012,1
231982,279,30,52,63,1,2.0,2,54.7633355,2012,1
232003,279,30,52,63,0,1.8,1,50.70932,2013,0
232004,347,51,94,60,0,1.8,2,49.0348062,2013,0
232007,350,134,66,77,0,1.8,1,51.1575026,2013,0
232008,350,134,66,77,0,1.8,2,51.379066,2013,0
232029,279,30,75,38,1,1.8,1,51.6031573,2011,1
232030,279,30,75,38,1,1.8,2,51.6031573,2011,1
232031,279,30,80,29,1,1.7,1,48.3650602,2012,1
232032,279,30,80,29,1,1.7,2,52.273052,2012,1
232033,178,106,74,29,1,1.9,1,40.5443182,2012,0
232034,178,106,74,29,1,1.9,2,49.369828,2012,0
232035,178,106,76,42,0,1.7,1,45.0136535,2013,0
232036,178,106,76,42,0,1.7,2,51.044193,2013,0
232065,350,134,82,40,1,2.0,1,37.7518759,2012,1
232066,350,134,82,40,1,2.0,2,46.8014769,2012,1
232087,350,134,88,60,0,1.8,1,45.20741,2013,0
232088,350,134,88,60,0,1.8,2,49.8534012,2013,0
232091,350,134,89,60,0,1.8,1,46.2724013,2013,0
232092,350,134,89,60,0,1.8,2,47.2391018,2013,0
232113,350,134,97,50,1,1.8,1,45.0132074,2011,1
232114,350,134,97,50,1,1.8,2,46.8527785,2011,1
232115,350,134,103,79,1,1.7,1,52.2734981,2012,1
232116,350,134,103,79,1,1.7,2,52.5637611,2012,1
232117,279,53,52,63,1,1.9,1,48.3040931,2012,0
232118,350,135,7,33,1,1.9,2,52.5637611,2012,0
232119,350,135,7,33,0,1.7,1,51.402858,2013,0
232120,279,53,80,29,0,1.7,2,55.0799183,2013,0
232149,125,64,86,27,1,2.0,1,56.6293751,2012,1
232150,125,64,86,27,1,2.0,2,52.0792956,2012,1
232171,227,69,52,63,0,1.8,1,66.1493151,2013,0
232172,77,120,80,29,0,1.8,2,69.4660747,2013,0
232175,77,120,80,29,0,1.8,1,60.1671033,2013,0
232176,227,69,75,38,0,1.8,2,65.2733218,2013,0
232197,350,135,25,48,1,1.8,1,53.3111286,2011,1
232198,350,135,25,48,1,1.8,2,66.5872374,2011,1
232199,178,110,74,29,1,1.7,1,84.7740239,2012,1
232200,178,110,76,42,1,1.7,2,74.9525198,2012,1
232201,178,110,76,42,1,1.9,1,58.2530334,2012,0
232202,350,135,66,77,1,1.9,2,62.6080182,2012,0
232203,350,135,66,77,0,1.7,1,50.3522906,2013,0
232204,279,57,52,63,0,1.7,2,50.6901377,2013,0
232233,279,57,75,38,1,2.0,1,78.6872758,2012,1
232234,279,57,80,29,1,2.0,2,69.1103836,2012,1
232255,350,135,82,40,0,1.8,1,66.6537064,2013,0
232256,350,135,82,40,0,1.8,2,63.5280268,2013,0
232259,350,135,88,60,0,1.8,1,70.1839996,2013,0
232260,350,135,88,60,0,1.8,2,70.9909959,2013,0
232281,350,135,89,60,1,1.8,1,80.1680331,2011,1
232282,350,135,89,60,1,1.8,2,84.8055484,2011,1
232283,350,135,97,50,1,1.7,1,86.1170848,2012,1
232284,350,135,97,50,1,1.7,2,78.4517346,2012,1
232285,350,135,103,79,1,1.9,1,77.747044,2012,0
232286,350,135,103,79,1,1.9,2,73.411985,2012,0
232287,279,58,52,63,0,1.7,1,76.8399723,2013,0
232288,28,71,76,42,0,1.7,2,72.6049887,2013,0
232317,350,136,7,33,1,2.0,1,81.8821011,2012,1
232318,350,136,7,33,1,2.0,2,74.5190585,2012,1
232339,279,58,80,29,0,1.8,1,60.9871853,2013,0
232340,342,60,84,27,0,1.8,2,58.5629248,2013,0
232343,78,70,80,29,0,1.8,1,58.968133,2013,0
232344,78,70,80,29,0,1.8,2,58.5629248,2013,0
232365,196,87,50,53,1,1.8,1,60.2792233,2011,1
232366,196,87,50,53,1,1.8,2,60.5842075,2011,1
232367,178,120,74,29,1,1.7,1,69.2657754,2012,1
232368,178,120,74,29,1,1.7,2,67.0464239,2012,1
232369,178,120,76,42,1,1.9,1,61.0872605,2012,0
232370,178,120,76,42,1,1.9,2,63.4112971,2012,0
232371,93,130,28,40,0,1.7,1,65.6328791,2013,0
232372,350,136,25,48,0,1.7,2,58.6653792,2013,0
232401,350,136,25,48,1,2.0,1,67.4494016,2012,1
232402,342,60,99,8,1,2.0,2,67.7521553,2012,1
232423,350,136,66,77,0,1.8,1,61.4924688,2013,0
232424,350,136,66,77,0,1.8,2,52.3033869,2013,0
232427,316,119,82,40,0,1.8,1,49.4762973,2013,0
232428,279,64,52,63,0,1.8,2,50.5870884,2013,0
232449,196,87,52,63,1,1.8,1,66.9441181,2011,1
232450,279,64,75,38,1,1.8,2,69.3682299,2011,1
232451,279,64,80,29,1,1.7,1,64.0168046,2012,1
232452,135,58,81,32,1,1.7,2,57.3520585,2012,1
232453,350,136,82,40,1,1.9,1,64.3195583,2012,0
232454,350,136,82,40,1,1.9,2,63.4112971,2012,0
232455,350,136,88,60,0,1.7,1,59.7761703,2013,0
232456,350,136,88,60,0,1.7,2,52.5059167,2013,0
232485,350,136,89,60,1,2.0,1,60.7845068,2012,1
232486,350,136,89,60,1,2.0,2,52.5059167,2012,1
232505,350,136,97,50,1,2.2,1,67.665017,2012,1
232506,350,136,97,50,1,2.2,2,61.3735086,2012,1
232519,350,136,103,79,0,2.5,1,54.5976833,2013,0
232520,350,136,103,79,0,2.5,2,61.9540344,2013,0
232555,350,137,7,33,1,2.4,1,54.0150757,2011,1
232556,279,69,52,63,1,2.4,2,70.473519,2011,1
232557,279,69,75,38,1,2.5,1,64.7604546,2012,1
232558,279,69,80,29,1,2.5,2,63.1149374,2012,1
232559,179,64,74,29,0,2.5,1,55.5643838,2013,0
232560,179,64,74,29,0,2.5,2,60.5987801,2013,0
232561,179,64,104,19,0,2.7,1,57.6942178,2013,0
232562,57,18,41,14,0,2.7,2,66.7942282,2013,0
232563,179,64,105,15,0,2.3,1,57.3080432,2013,0
232564,179,64,105,15,0,2.3,2,61.857974,2013,0
232565,350,137,25,48,0,2.4,1,54.3074204,2013,0
232566,350,137,25,48,0,2.4,2,68.4395967,2013,0
232569,350,137,66,77,0,2.6,1,54.4993925,2013,1
232570,279,82,52,63,0,2.6,2,56.9196381,2013,1
232589,279,82,75,38,1,2.2,1,62.7287628,2012,1
232590,279,82,80,29,1,2.2,2,66.6000256,2012,1
232603,350,137,82,40,0,2.5,1,67.3747541,2013,0
232604,350,137,82,40,0,2.5,2,69.2143251,2013,0
232639,350,137,88,60,1,2.4,1,63.4052003,2011,1
232640,350,137,88,60,1,2.4,2,56.3391122,2011,1
232641,350,137,89,60,1,2.5,1,75.1195102,2012,1
232642,350,137,89,60,1,2.5,2,63.9857262,2012,1
232643,350,137,97,50,0,2.5,1,72.3110082,2013,0
232644,78,99,80,29,0,2.5,2,68.82592,2013,0
232645,350,137,103,79,0,2.7,1,62.0500948,2013,0
232646,350,137,103,79,0,2.7,2,62.4384999,2013,0
232647,351,27,4,30,0,2.3,1,62.7287628,2013,0
232648,351,27,4,30,0,2.3,2,63.5033425,2013,0
232649,279,83,52,63,0,2.4,1,61.2753664,2013,0
232650,279,83,75,38,0,2.4,2,60.5027198,2013,0
232653,179,80,74,29,0,2.6,1,68.82592,2013,1
232654,179,80,74,29,0,2.6,2,70.0851139,2013,1
232673,179,80,104,19,1,2.2,1,56.3182942,2012,1
232674,179,80,104,19,1,2.2,2,55.1771683,2012,1
232687,179,80,105,15,0,2.5,1,50.9241919,2013,0
232688,179,80,105,15,0,2.5,2,60.3632389,2013,0
232723,275,64,4,30,1,2.4,1,60.4661395,2011,1
232724,354,61,65,65,1,2.4,2,60.2603383,2011,1
232725,344,28,57,68,1,2.5,1,66.0681248,2012,1
232726,134,51,81,32,1,2.5,2,60.5712706,2012,1
232727,279,88,52,63,0,2.5,1,57.3563708,2013,0
232728,279,88,75,38,0,2.5,2,58.6002485,2013,0
232729,279,88,80,29,0,2.7,1,49.1612015,2013,0
232730,58,44,52,63,0,2.7,2,59.222113,2013,0
232731,351,27,48,55,0,2.3,1,57.5621719,2013,0
232732,351,27,48,55,0,2.3,2,57.251091,2013,0
232733,351,27,56,4,0,2.4,1,63.6832698,2013,0
232734,351,27,56,4,0,2.4,2,63.0590261,2013,0
232737,78,103,80,29,0,2.6,1,58.9111808,2013,1
232738,78,103,80,29,0,2.6,2,65.5491608,2013,1
232757,351,27,75,38,1,2.2,1,48.8249902,2012,1
232758,351,27,75,38,1,2.2,2,51.0080588,2012,1
232771,351,27,84,27,0,2.5,1,49.2495294,2013,0
232772,351,27,84,27,0,2.5,2,53.7001285,2013,0
232807,179,99,74,29,1,2.4,1,40.7374799,2011,1
232808,179,99,104,19,1,2.4,2,48.3826069,2011,1
232809,351,27,105,15,1,2.5,1,50.4989091,2012,1
232810,351,27,105,15,1,2.5,2,49.6786784,2012,1
232811,179,99,105,15,0,2.5,1,49.1851422,2013,0
232812,179,99,105,15,0,2.5,2,51.9149818,2013,0
232813,249,115,82,40,0,2.7,1,50.2010625,2013,0
232814,351,28,4,30,0,2.7,2,51.2614441,2013,0
232815,351,28,4,30,0,2.3,1,50.721216,2013,0
232816,249,115,82,40,0,2.3,2,54.3270489,2013,0
232817,280,20,75,38,0,2.4,1,51.0257542,2013,0
232818,280,20,75,38,0,2.4,2,47.0020736,2013,0
232821,78,110,80,29,0,2.6,1,49.0806059,2013,1
232822,78,110,80,29,0,2.6,2,61.1962578,2013,1
232837,351,28,48,55,1,2.2,1,69.007483,2012,1
232838,351,28,48,55,1,2.2,2,69.8626583,2012,1
232850,351,28,56,4,0,2.5,1,61.6954446,2013,0
232851,351,28,56,4,0,2.5,2,79.0611083,2013,0
232886,179,106,104,19,1,2.4,1,73.196667,2011,1
232887,179,106,104,19,1,2.4,2,77.9706892,2011,1
232888,179,106,105,15,1,2.5,1,69.3964829,2012,1
232889,179,106,105,15,1,2.5,2,76.6964766,2012,1
232890,351,28,75,38,0,2.5,1,72.9938399,2013,0
232891,351,28,75,38,0,2.5,2,73.2454407,2013,0
232892,351,28,84,27,0,2.7,1,63.3485455,2013,0
232893,351,28,84,27,0,2.7,2,54.7358259,2013,0
232894,351,28,91,67,0,2.3,1,68.5658432,2013,0
232895,351,28,91,67,0,2.3,2,77.61708,2013,0
232896,351,28,105,15,0,2.4,1,65.4162228,2013,0
232897,351,28,105,15,0,2.4,2,78.8405858,2013,0
232900,351,30,4,30,0,2.6,1,73.9773434,2013,1
232901,351,30,4,30,0,2.6,2,73.0146579,2013,1
232916,264,58,52,63,1,2.2,1,53.4107578,2012,1
232917,347,55,95,73,1,2.2,2,61.7641442,2012,1
232930,347,55,96,25,0,2.5,1,63.001033,2013,0
232931,78,120,80,29,0,2.5,2,62.7100266,2013,0
232966,78,120,80,29,1,2.4,1,57.9884956,2011,1
232967,280,30,75,38,1,2.4,2,60.8112728,2011,1
232968,280,30,75,38,1,2.5,1,50.6926656,2012,1
232969,179,110,74,29,1,2.5,2,56.9104186,2012,1
232970,179,110,74,29,0,2.5,2,64.775622,2013,0
232971,179,110,104,19,0,2.7,1,61.6313548,2013,0
232972,179,110,104,19,0,2.7,2,60.2420482,2013,0
232973,179,110,105,15,0,2.3,1,59.2372805,2013,0
232974,179,110,105,15,0,2.3,2,59.5972838,2013,0
232975,351,30,48,55,0,2.4,1,65.3390474,2013,0
232976,351,30,48,55,0,2.4,2,58.7490975,2013,0
232979,351,30,56,4,0,2.6,1,67.2302174,2013,1
232980,351,30,56,4,0,2.6,2,51.9752054,2013,1
232999,337,115,79,29,1,2.2,1,66.7940795,2012,1
233000,351,30,75,38,1,2.2,2,71.3741965,2012,1
233013,351,30,75,38,0,2.5,1,71.9307816,2013,0
233014,351,30,84,27,0,2.5,2,60.9851034,2013,0
233049,351,30,84,27,1,2.4,1,69.5865219,2011,1
233050,351,30,91,67,1,2.4,2,67.0181708,2011,1
233051,351,30,91,67,1,2.5,1,68.4685932,2012,1
233052,351,30,105,15,1,2.5,2,67.4638255,2012,1
233053,351,30,105,15,0,2.5,1,77.069863,2013,0
233054,234,99,74,29,0,2.5,2,73.494365,2013,0
233055,351,37,4,30,0,2.7,1,72.9379286,2013,0
233056,351,37,4,30,0,2.7,2,63.4426728,2013,0
233057,227,83,52,63,0,2.3,1,64.7823135,2013,0
233058,227,83,75,38,0,2.3,2,60.9851034,2013,0
233059,79,70,80,29,0,2.4,1,68.2445019,2013,0
233060,79,70,80,29,0,2.4,2,62.8837085,2013,0
233063,337,61,85,27,0,2.6,1,76.2868073,2013,1
233064,179,120,74,29,0,2.6,2,77.7397577,2013,1
233083,179,120,74,29,1,2.2,1,46.3532943,2012,1
233084,179,120,104,19,1,2.2,2,43.3367606,2012,1
233097,179,120,104,19,0,2.5,1,50.374447,2013,0
233098,280,57,75,38,0,2.5,2,38.9807349,2013,0
233133,179,120,105,15,1,2.4,1,28.7048027,2011,1
233134,196,99,52,63,1,2.4,2,29.0396757,2011,1
233135,351,37,48,55,1,2.5,1,36.7472568,2012,1
233136,351,37,48,55,1,2.5,2,39.7637905,2012,1
233137,351,37,56,4,0,2.5,1,44.4546892,2013,0
233138,351,37,56,4,0,2.5,2,42.1080503,2013,0
233139,351,37,75,38,0,2.7,1,42.4453025,2013,0
233140,351,37,75,38,0,2.7,2,45.0136535,2013,0
233141,351,37,84,27,0,2.3,1,35.0727431,2013,0
233142,351,37,84,27,0,2.3,2,33.6199415,2013,0
233143,351,37,91,67,0,2.4,1,36.1882925,2013,0
233144,351,37,91,67,0,2.4,2,32.839265,2013,0
233147,351,37,105,15,0,2.6,1,49.1457366,2013,1
233148,351,37,105,15,0,2.6,2,45.1244352,2013,1
233167,336,119,34,69,1,2.2,1,77.8505394,2012,1
233168,351,39,4,30,1,2.2,2,71.3741965,2012,1
233181,351,39,4,30,0,2.5,1,87.3457951,2013,0
233182,208,115,76,42,0,2.5,2,88.4637238,2013,0
233217,80,70,74,29,1,2.4,1,81.4260374,2011,1
233218,79,91,80,29,1,2.4,2,82.2065651,2011,1
233219,79,91,80,29,1,2.5,1,71.7092182,2012,1
233220,28,76,76,42,1,2.5,2,74.388351,2012,1
233221,180,64,74,29,0,2.5,1,97.7323603,2013,0
233222,180,64,74,29,0,2.5,2,85.7820631,2013,0
233223,280,63,75,38,0,2.7,1,75.39297,2013,0
233224,280,63,75,38,0,2.7,2,82.878839,2013,0
233225,351,39,48,55,0,2.3,1,69.5865219,2013,0
233226,351,39,48,55,0,2.3,2,69.3624306,2013,0
233227,351,39,56,4,0,2.4,1,76.4001169,2013,0
233228,351,39,56,4,0,2.4,2,72.2656546,2013,0
233231,350,137,97,50,0,2.6,1,81.2019461,2013,1
233232,351,39,75,38,0,2.6,2,79.303341,2013,1
233251,351,39,75,38,1,2.2,1,63.2211094,2012,1
233252,351,39,84,27,1,2.2,2,59.9730494,2012,1
233265,351,39,84,27,0,2.5,1,64.0927904,2013,0
233266,351,39,91,67,0,2.5,2,64.5360659,2013,0
233301,351,39,91,67,1,2.4,1,61.9553727,2011,1
233302,351,39,105,15,1,2.4,2,61.7312814,2011,1
233303,351,46,4,30,1,2.5,1,56.6832046,2012,1
233304,79,99,80,29,1,2.5,2,68.0721583,2012,1
233305,79,99,80,29,0,2.5,1,62.3616218,2013,0
233306,180,80,74,29,0,2.5,2,54.9521848,2013,0
233307,180,80,74,29,0,2.7,1,67.2595113,2013,0
233308,264,60,52,63,0,2.7,2,59.0644908,2013,0
233309,280,99,75,38,0,2.3,1,62.5512147,2013,0
233310,280,99,75,38,0,2.3,2,56.9910142,2013,0
233311,351,46,48,55,0,2.4,1,59.5914845,2013,0
233312,351,46,56,4,0,2.4,2,61.5983434,2013,0
233315,351,46,56,4,0,2.6,1,62.5635568,2013,1
233316,157,120,76,42,0,2.6,2,71.8051299,2013,1
233335,133,48,75,38,1,2.2,1,51.5484356,2012,1
